id,algorithm,simulations,iterations,interswap,total_swap,states_visited,seed,file,burn_in,model,p,bf,theta,num_modes,temps_rf,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,start_state,reduc_constant,reduc_model,comments,Servers comments,
411,PT_IIT_Z,1,15000,100,,2,129,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
412,PT_IIT_Z,1,15000,100,,2,1210,,3000,bimodal,1000,sq,,,,1.6,1.433,1.297,1.184,1.087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
413,PT_IIT_Z,1,15000,100,,2,130,,3000,bimodal,2000,sq,,,,1.584,1.418,1.284,1.172,1.076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
414,PT_IIT_Z,1,15000,100,,2,131,,3000,bimodal,2000,sq,,,,1.584,1.418,1.284,1.172,1.076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
415,PT_IIT_Z,1,15000,100,,2,132,,3000,bimodal,2000,sq,,,,1.584,1.418,1.284,1.172,1.076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
416,PT_IIT_Z,1,15000,100,,2,133,,3000,bimodal,2000,sq,,,,1.584,1.418,1.284,1.172,1.076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
417,PT_IIT_Z,1,15000,100,,2,417,,3000,bimodal,2000,sq,,,,1.3,1.203,1.163,1.115,1.065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
418,PT_IIT_Z,1,15000,100,,2,418,,3000,bimodal,2000,sq,,,,1.3,1.203,1.163,1.115,1.065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
419,PT_IIT_Z,1,15000,100,,2,419,,3000,bimodal,2000,sq,,,,1.3,1.203,1.163,1.115,1.065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
420,PT_IIT_Z,1,15000,100,,2,420,,3000,bimodal,2000,sq,,,,1.3,1.203,1.163,1.115,1.065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
421,PT_IIT_Z,1,15000,100,,2,421,,3000,bimodal,2000,sq,,,,1.35,1.271,1.175,1.119,1.064,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
422,PT_IIT_Z,1,15000,100,,2,422,,3000,bimodal,2000,sq,,,,1.35,1.271,1.175,1.119,1.064,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
423,PT_IIT_Z,1,15000,100,,2,423,,3000,bimodal,2000,sq,,,,1.35,1.271,1.175,1.119,1.064,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
424,PT_IIT_Z,1,15000,100,,2,424,,3000,bimodal,2000,sq,,,,1.35,1.271,1.175,1.119,1.064,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
425,PT_IIT_Z,1,11000,100,,2,425,,3000,bimodal,2000,sq,,,,1.572,1.453,1.37,1.295,1.234,1.155,1.063,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
426,PT_IIT_Z,1,11000,100,,2,426,,3000,bimodal,2000,sq,,,,1.572,1.453,1.37,1.295,1.234,1.155,1.063,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
427,PT_IIT_Z,1,11000,100,,2,427,,3000,bimodal,2000,sq,,,,1.572,1.453,1.37,1.295,1.234,1.155,1.063,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
428,PT_IIT_Z,1,11000,100,,2,428,,3000,bimodal,2000,sq,,,,1.572,1.453,1.37,1.295,1.234,1.155,1.063,1,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 10min with 12 cores,,
429,PT_IIT_Z,1,11000,100,,2,429,,3000,bimodal,2000,sq,,,,1.6,1.485,1.387,1.302,1.215,1.137,1.062,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT_IIT_Z,1,11000,100,,2,430,,3000,bimodal,2000,sq,,,,1.6,1.485,1.387,1.302,1.215,1.137,1.062,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT_IIT_Z,1,11000,100,,2,431,,3000,bimodal,2000,sq,,,,1.6,1.485,1.387,1.302,1.215,1.137,1.062,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT_IIT_Z,1,11000,100,,2,432,,3000,bimodal,2000,sq,,,,1.6,1.485,1.387,1.302,1.215,1.137,1.062,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT_IIT_Z,1,11000,100,,2,433,,3000,bimodal,2000,sq,,,,1.565,1.45,1.348,1.263,1.2,1.131,1.061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT_IIT_Z,1,11000,100,,2,434,,3000,bimodal,2000,sq,,,,1.565,1.45,1.348,1.263,1.2,1.131,1.061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT_IIT_Z,1,11000,100,,2,435,,3000,bimodal,2000,sq,,,,1.565,1.45,1.348,1.263,1.2,1.131,1.061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT_IIT_Z,1,11000,100,,2,436,,3000,bimodal,2000,sq,,,,1.565,1.45,1.348,1.263,1.2,1.131,1.061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT_IIT_Z,1,11000,100,,2,437,,3000,bimodal,2000,sq,,,,1.575,1.448,1.346,1.261,1.197,1.128,1.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT_IIT_Z,1,11000,100,,2,438,,3000,bimodal,2000,sq,,,,1.575,1.448,1.346,1.261,1.197,1.128,1.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT_IIT_Z,1,11000,100,,2,439,,3000,bimodal,2000,sq,,,,1.575,1.448,1.346,1.261,1.197,1.128,1.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT_IIT_Z,1,11000,100,,2,440,,3000,bimodal,2000,sq,,,,1.575,1.448,1.346,1.261,1.197,1.128,1.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT_IIT_Z,1,11000,100,,2,441,,3000,bimodal,2000,sq,,,,1.574,1.446,1.346,1.263,1.192,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT_IIT_Z,1,11000,100,,2,442,,3000,bimodal,2000,sq,,,,1.574,1.446,1.346,1.263,1.192,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT_IIT_Z,1,11000,100,,2,443,,3000,bimodal,2000,sq,,,,1.574,1.446,1.346,1.263,1.192,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT_IIT_Z,1,11000,100,,2,444,,3000,bimodal,2000,sq,,,,1.574,1.446,1.346,1.263,1.192,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT_IIT_Z,1,11000,100,,2,445,,3000,bimodal,2000,sq,,,,1.568,1.445,1.349,1.265,1.193,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT_IIT_Z,1,11000,100,,2,446,,3000,bimodal,2000,sq,,,,1.568,1.445,1.349,1.265,1.193,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT_IIT_Z,1,11000,100,,2,447,,3000,bimodal,2000,sq,,,,1.568,1.445,1.349,1.265,1.193,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT_IIT_Z,1,11000,100,,2,448,,3000,bimodal,2000,sq,,,,1.568,1.445,1.349,1.265,1.193,1.127,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT_IIT_Z,1,11000,100,,2,449,,3000,bimodal,2000,sq,,,,1.558,1.446,1.35,1.267,1.191,1.126,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT_IIT_Z,1,11000,100,,2,450,,3000,bimodal,2000,sq,,,,1.558,1.446,1.35,1.267,1.191,1.126,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT_IIT_Z,1,11000,100,,2,451,,3000,bimodal,2000,sq,,,,1.558,1.446,1.35,1.267,1.191,1.126,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT_IIT_Z,1,11000,100,,2,452,,3000,bimodal,2000,sq,,,,1.558,1.446,1.35,1.267,1.191,1.126,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT_IIT_Z,1,15000,100,,2,453,,3000,bimodal,2000,sq,,,,1.56,1.448,1.352,1.268,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT_IIT_Z,1,15000,100,,2,454,,3000,bimodal,2000,sq,,,,1.56,1.448,1.352,1.268,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT_IIT_Z,1,15000,100,,2,455,,3000,bimodal,2000,sq,,,,1.56,1.448,1.352,1.268,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT_IIT_Z,1,15000,100,,2,456,,3000,bimodal,2000,sq,,,,1.56,1.448,1.352,1.268,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT_IIT_Z,1,15000,100,,2,457,,3000,bimodal,2000,sq,,,,1.562,1.45,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT_IIT_Z,1,15000,100,,2,458,,3000,bimodal,2000,sq,,,,1.562,1.45,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT_IIT_Z,1,15000,100,,2,459,,3000,bimodal,2000,sq,,,,1.562,1.45,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT_IIT_Z,1,15000,100,,2,460,,3000,bimodal,2000,sq,,,,1.562,1.45,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT_IIT_Z,1,15000,100,,2,461,,3000,bimodal,2000,sq,,,,1.565,1.452,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT_IIT_Z,1,15000,100,,2,462,,3000,bimodal,2000,sq,,,,1.565,1.452,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT_IIT_Z,1,15000,100,,2,463,,3000,bimodal,2000,sq,,,,1.565,1.452,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT_IIT_Z,1,15000,100,,2,464,,3000,bimodal,2000,sq,,,,1.565,1.452,1.353,1.269,1.192,1.125,1.059,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT_A_IIT,1,,300,500,,465,,10000,bimodal,1000,sq,,,,1.56,1.44,1.345,1.26,1.185,1.113,1.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
466,PT_A_IIT,1,,300,500,,466,,10000,bimodal,1000,sq,,,,1.56,1.44,1.345,1.26,1.185,1.113,1.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
467,PT_A_IIT,1,,300,500,,467,,10000,bimodal,1000,sq,,,,1.56,1.44,1.345,1.26,1.185,1.113,1.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
468,PT_A_IIT,1,,300,500,,468,,10000,bimodal,1000,sq,,,,1.56,1.44,1.345,1.26,1.185,1.113,1.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
469,PT_A_IIT,1,,300,500,,469,,10000,bimodal,1000,sq,,,,1.56,1.44,1.345,1.26,1.185,1.113,1.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
470,PT_A_IIT,1,,300,500,,470,,10000,bimodal,1000,sq,,,,1.535,1.435,1.325,1.246,1.181,1.111,1.051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
471,PT_A_IIT,1,,300,500,,471,,10000,bimodal,1000,sq,,,,1.535,1.435,1.325,1.246,1.181,1.111,1.051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
472,PT_A_IIT,1,,300,500,,472,,10000,bimodal,1000,sq,,,,1.535,1.435,1.325,1.246,1.181,1.111,1.051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
473,PT_A_IIT,1,,300,500,,473,,10000,bimodal,1000,sq,,,,1.535,1.435,1.325,1.246,1.181,1.111,1.051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
474,PT_A_IIT,1,,300,500,,474,,10000,bimodal,1000,sq,,,,1.535,1.435,1.325,1.246,1.181,1.111,1.051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
475,PT_A_IIT,1,,300,1000,,475,,10000,bimodal,1000,sq,,,,1.53,1.43,1.322,1.244,1.179,1.111,1.053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
476,PT_A_IIT,1,,300,1000,,476,,10000,bimodal,1000,sq,,,,1.53,1.43,1.322,1.244,1.179,1.111,1.053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
477,PT_A_IIT,1,,300,1000,,477,,10000,bimodal,1000,sq,,,,1.53,1.43,1.322,1.244,1.179,1.111,1.053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
478,PT_A_IIT,1,,300,1000,,478,,10000,bimodal,1000,sq,,,,1.53,1.43,1.322,1.244,1.179,1.111,1.053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
479,PT_A_IIT,1,,300,1000,,479,,10000,bimodal,1000,sq,,,,1.53,1.43,1.322,1.244,1.179,1.111,1.053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
480,PT_A_IIT,1,,300,1000,,480,,10000,bimodal,1000,sq,,,,1.515,1.415,1.316,1.24,1.175,1.11,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
481,PT_A_IIT,1,,300,1000,,481,,10000,bimodal,1000,sq,,,,1.515,1.415,1.316,1.24,1.175,1.11,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
482,PT_A_IIT,1,,300,1000,,482,,10000,bimodal,1000,sq,,,,1.515,1.415,1.316,1.24,1.175,1.11,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
483,PT_A_IIT,1,,300,1000,,483,,10000,bimodal,1000,sq,,,,1.515,1.415,1.316,1.24,1.175,1.11,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
484,PT_A_IIT,1,,300,1000,,484,,10000,bimodal,1000,sq,,,,1.515,1.415,1.316,1.24,1.175,1.11,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
485,PT_A_IIT,1,,300,2000,,485,,20000,bimodal,1000,sq,,,,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
486,PT_A_IIT,1,,300,2000,,486,,20000,bimodal,1000,sq,,,,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
487,PT_A_IIT,1,,300,2000,,487,,20000,bimodal,1000,sq,,,,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
488,PT_A_IIT,1,,300,2000,,488,,20000,bimodal,1000,sq,,,,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
489,PT_A_IIT,1,,300,2000,,489,,20000,bimodal,1000,sq,,,,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
490,PT_A_IIT,1,,300,2000,,490,,20000,bimodal,1000,sq,,,,1.614,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
491,PT_A_IIT,1,,300,2000,,491,,20000,bimodal,1000,sq,,,,1.614,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
492,PT_A_IIT,1,,300,2000,,492,,20000,bimodal,1000,sq,,,,1.614,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
493,PT_A_IIT,1,,300,2000,,493,,20000,bimodal,1000,sq,,,,1.614,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
494,PT_A_IIT,1,,300,2000,,494,,20000,bimodal,1000,sq,,,,1.614,1.512,1.412,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
495,PT_A_IIT,1,,300,1000,,495,,10000,bimodal,1000,sq,,,,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
496,PT_A_IIT,1,,300,1000,,496,,10000,bimodal,1000,sq,,,,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
497,PT_A_IIT,1,,300,1000,,497,,10000,bimodal,1000,sq,,,,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
498,PT_A_IIT,1,,300,1000,,498,,10000,bimodal,1000,sq,,,,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
499,PT_A_IIT,1,,300,1000,,499,,10000,bimodal,1000,sq,,,,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
500,PT_A_IIT,1,,300,1000,,500,,10000,bimodal,1000,sq,,,,1.611,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
501,PT_A_IIT,1,,300,1000,,501,,10000,bimodal,1000,sq,,,,1.611,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
502,PT_A_IIT,1,,300,1000,,502,,10000,bimodal,1000,sq,,,,1.611,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
503,PT_A_IIT,1,,300,1000,,503,,10000,bimodal,1000,sq,,,,1.611,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
504,PT_A_IIT,1,,300,1000,,504,,10000,bimodal,1000,sq,,,,1.611,1.509,1.41,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
505,PT_A_IIT,1,,300,1000,,505,,10000,bimodal,1000,sq,,,,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
506,PT_A_IIT,1,,300,1000,,506,,10000,bimodal,1000,sq,,,,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
507,PT_A_IIT,1,,300,1000,,507,,10000,bimodal,1000,sq,,,,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
508,PT_A_IIT,1,,300,1000,,508,,10000,bimodal,1000,sq,,,,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
509,PT_A_IIT,1,,300,1000,,509,,10000,bimodal,1000,sq,,,,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
510,PT_A_IIT,1,,300,1000,,510,,10000,bimodal,1000,sq,,,,1.607,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT_A_IIT,1,,300,1000,,511,,10000,bimodal,1000,sq,,,,1.607,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT_A_IIT,1,,300,1000,,512,,10000,bimodal,1000,sq,,,,1.607,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT_A_IIT,1,,300,1000,,513,,10000,bimodal,1000,sq,,,,1.607,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT_A_IIT,1,,300,1000,,514,,10000,bimodal,1000,sq,,,,1.607,1.506,1.407,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT_A_IIT,1,,300,1000,,515,,10000,bimodal,1000,sq,,,,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
516,PT_A_IIT,1,,300,1000,,516,,10000,bimodal,1000,sq,,,,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
517,PT_A_IIT,1,,300,1000,,517,,10000,bimodal,1000,sq,,,,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
518,PT_A_IIT,1,,300,1000,,518,,10000,bimodal,1000,sq,,,,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
519,PT_A_IIT,1,,300,1000,,519,,10000,bimodal,1000,sq,,,,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 3hr, 10 Cores, 1Gb ram",
520,PT_A_IIT,1,,300,1000,,520,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT_A_IIT,1,,300,1000,,521,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT_A_IIT,1,,300,1000,,522,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT_A_IIT,1,,300,1000,,523,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT_A_IIT,1,,300,1000,,524,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT_A_IIT,1,,300,200000,,525,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 7hr, 10Cores, 1GB ram",
526,PT_A_IIT,1,,300,200000,,526,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 7hr, 10Cores, 1GB ram",
527,PT_A_IIT,1,,300,200000,,527,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 7hr, 10Cores, 1GB ram",
528,PT_A_IIT,1,,300,200000,,528,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 7hr, 10Cores, 1GB ram",
529,PT_A_IIT,1,,300,200000,,529,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6.5hr, 10Cores, 1GB ram",
530,PT_A_IIT,1,,300,200000,,530,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6.5hr, 10Cores, 1GB ram",
531,PT_A_IIT,1,,300,200000,,531,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6.5hr, 10Cores, 1GB ram",
532,PT_A_IIT,1,,300,200000,,532,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6.5hr, 10Cores, 1GB ram",
533,PT_A_IIT,1,,300,200000,,533,,10000,bimodal,1000,sq,,,,1.606,1.504,1.405,1.314,1.238,1.173,1.109,1.052,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Run in 6.5hr, 10Cores, 1GB ram",
