id,algorithm,simulations,iterations,interswap,total_swap,states_visited,seed,file,burn_in,model,p,bf,theta,num_modes,temps_rf,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,start_state,reduc_constant,reduc_model,comments,Servers comments,
665,PT_IIT_Z,1,10000000,50,,,665,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 13hr 20 cores 1GB ram,
666,PT_IIT_Z,1,10000000,50,,,666,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 13hr 20 cores 1GB ram,
667,PT_IIT_Z,1,10000000,50,,,667,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 12hr 20 cores 1GB ram,
668,PT_IIT_Z,1,10000000,50,,,668,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 13hr 20 cores 1GB ram,
669,PT_IIT_Z,1,10000000,50,,,669,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run in 17hr 20 cores 1GB ram,
670,PT_A_IIT,1,,300,100000,,670,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Run in 26hr 10 cores 1 GB,
671,PT_A_IIT,1,,300,100000,,671,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Run in 26hr 10 cores 1 GB,
672,PT_A_IIT,1,,300,100000,,672,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Run in 23hr 10 cores 1 GB,
673,PT_A_IIT,1,,300,100000,,673,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Run in 26hr 10 cores 1 GB,
674,PT_A_IIT,1,,300,100000,,674,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Run in 23hr 10 cores 1 GB,
675,PT_A_IIT,1,,300,100000,,675,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Run in 9hr 10 cores 1 GB,
676,PT_A_IIT,1,,300,100000,,676,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Run in 8hr 10 cores 1 GB,
677,PT_A_IIT,1,,300,100000,,677,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Run in 9hr 10 cores 1 GB,
678,PT_A_IIT,1,,300,100000,,678,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Run in 10hr 10 cores 1 GB,
679,PT_A_IIT,1,,300,100000,,679,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Run in 12hr 10 cores 1 GB,
680,PT_IIT_Z,1,10000000,100,,,680,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 48.5 hr,
681,PT_IIT_Z,1,10000000,100,,,681,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 48.5 hr,
682,PT_IIT_Z,1,10000000,100,,,682,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 48.5 hr,
683,PT_IIT_Z,1,10000000,100,,,683,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 48.5 hr,
684,PT_IIT_Z,1,10000000,100,,,684,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 48.5 hr,
685,PT_IIT_Z,1,10000000,100,,,685,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,"Run in 31hr 20 cores, 1Gb ram",
686,PT_IIT_Z,1,10000000,100,,,686,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,"Run in 33hr 20 cores, 1Gb ram",
687,PT_IIT_Z,1,10000000,100,,,687,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,"Run in 34hr 20 cores, 1Gb ram",
688,PT_IIT_Z,1,10000000,100,,,688,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,"Run in 31hr 20 cores, 1Gb ram",
689,PT_IIT_Z,1,10000000,100,,,689,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,"Run in 31hr 20 cores, 1Gb ram",
690,PT_A_IIT,10,,300,100000,,690,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
691,PT_A_IIT,10,,300,100000,,691,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
692,PT_A_IIT,10,,300,100000,,692,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
693,PT_A_IIT,10,,300,100000,,693,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
694,PT_A_IIT,10,,300,100000,,694,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
695,PT_A_IIT,10,,200,150000,,695,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
696,PT_A_IIT,10,,200,150000,,696,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
697,PT_A_IIT,10,,200,150000,,697,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
698,PT_A_IIT,10,,200,150000,,698,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
699,PT_A_IIT,10,,200,150000,,699,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 6hr,
700,PT_IIT_Z,10,10000000,100,,,700,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
701,PT_IIT_Z,10,10000000,100,,,701,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
702,PT_IIT_Z,10,10000000,100,,,702,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
703,PT_IIT_Z,10,10000000,100,,,703,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
704,PT_IIT_Z,10,10000000,100,,,704,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
705,PT_IIT_Z,10,10000000,50,,,705,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
706,PT_IIT_Z,10,10000000,50,,,706,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
707,PT_IIT_Z,10,10000000,50,,,707,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
708,PT_IIT_Z,10,10000000,50,,,708,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
709,PT_IIT_Z,10,10000000,50,,,709,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timeout 12.5hr,
710,PT_A_IIT,5,,300,100000,,710,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Timeout 20.5hr,
711,PT_A_IIT,5,,300,100000,,711,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Timeout 20.5hr,
712,PT_A_IIT,5,,300,100000,,712,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Timeout 20.5hr,
713,PT_A_IIT,5,,300,100000,,713,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Timeout 20.5hr,
714,PT_A_IIT,5,,300,100000,,714,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,24.30708833,23.10577821,21.99860612,20.9291676,19.95129506,18.96541722,18.04093957,,,,,,,,,,,,,,,Timeout 20.5hr,
715,PT_A_IIT,5,,300,100000,,715,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Timeout 20.5hr,
716,PT_A_IIT,5,,300,100000,,716,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Timeout 20.5hr,
717,PT_A_IIT,5,,300,100000,,717,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Timeout 20.5hr,
718,PT_A_IIT,5,,300,100000,,718,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Timeout 20.5hr,
719,PT_A_IIT,5,,300,100000,,719,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,,Timeout 20.5hr,
720,PT_IIT_Z,5,10000000,100,,,720,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 30.5hr,
721,PT_IIT_Z,5,10000000,100,,,721,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 30.5hr,
722,PT_IIT_Z,5,10000000,100,,,722,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 30.5hr,
723,PT_IIT_Z,5,10000000,100,,,723,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 30.5hr,
724,PT_IIT_Z,5,10000000,100,,,724,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,15.93889023,14.67272792,13.5071477,12.43415948,11.44640789,10.53712186,9.700068183,,,,,,,,,,,,,,,Timeout 30.5hr,
725,PT_IIT_Z,5,10000000,100,,,725,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,Timeout 30.5hr,
726,PT_IIT_Z,5,10000000,100,,,726,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,Timeout 30.5hr,
727,PT_IIT_Z,5,10000000,100,,,727,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,Timeout 30.5hr,
728,PT_IIT_Z,5,10000000,100,,,728,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,Timeout 30.5hr,
729,PT_IIT_Z,5,10000000,100,,,729,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,,Timeout 30.5hr,
730,PT_A_IIT,1,,300,100000,,,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,"Job id 57479943, bash 1",En 1.5hr corre todo sin encontrar las modas (id 84 no encontró la moda),
731,PT_A_IIT,1,,300,100000,,,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,"Job id 57479966, bash 5",Termina en 8hr (id 84 no encontro modas),
732,PT_A_IIT,1,,300,100000,,,,1,bimodal,1000,sq,0.1,7,,50,46.46997024,43.4565053,40.8078938,38.40838106,36.29821117,34.44099696,32.70206976,31.07739028,29.59060408,28.13326436,26.77768506,25.5229696,24.33198344,23.171957,22.05135712,21.04051876,20.02428269,19.07597866,18.16581294,17.27961295,16.41733058,15.5447308,14.70710141,13.89667168,,,,,,,,,"Job id 57479971, bash 9",Termina en 16hr el id 84 y si enontrando modas,
733,PT_A_IIT,1,,200,100000,,,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,"Job id 57479945, bash 2",En 1.5hr corre todo sin encontrar las modas (id 84 no encontro la moda),
734,PT_A_IIT,1,,200,100000,,,,1,bimodal,1000,sq,0.1,5,,50,46.422666,43.33680049,40.72631935,38.38216902,36.2804233,34.38649364,32.64068224,31.00254573,29.52004616,28.09741568,26.77100141,25.52454989,,,,,,,,,,,,,,,,,,,,,"Job id 57479968, bash 6",Termina en 5.5 hr (id 84 no encontro modas),
735,PT_A_IIT,1,,200,100000,,,,1,bimodal,1000,sq,0.1,7,,50,46.46997024,43.4565053,40.8078938,38.40838106,36.29821117,34.44099696,32.70206976,31.07739028,29.59060408,28.13326436,26.77768506,25.5229696,24.33198344,23.171957,22.05135712,21.04051876,20.02428269,19.07597866,18.16581294,17.27961295,16.41733058,15.5447308,14.70710141,13.89667168,,,,,,,,,"Job id 57479972, bash 10",,
736,PT_IIT_Z,1,10000000,50,,,,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,"Job id 57479947, bash 3",Termina en Máximo 3hr (id 84 no encontro modas),
737,PT_IIT_Z,1,10000000,50,,,,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,"Job id 57479969, bash 7",Timeout 10hr (id 84 didn't find the modes),
738,PT_IIT_Z,1,10000000,50,,,,,1,bimodal,1000,sq,0.1,7,,50,44.1805557,40.0631736,36.50385906,33.47715775,30.86561105,28.40326607,26.12416573,24.02794219,22.13885419,20.51956269,18.87538754,17.37807846,15.93779052,14.55210414,13.26070628,11.99596183,10.72006741,9.539441277,8.361799799,7.263778112,6.09457832,4.993087588,3.135896594,0.02230768703,,,,,,,,,"Job id 57487744, Bash 11",,
739,PT_IIT_Z,1,10000000,10,,,,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,"Job id 57479965, bash 4",Termina en Máximo 3hr (id 84 no encontro modas),
740,PT_IIT_Z,1,10000000,10,,,,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,"Job id 57479970, bBash 8",,
741,PT_IIT_Z,1,10000000,10,,,,,1,bimodal,1000,sq,0.1,7,,50,44.1805557,40.0631736,36.50385906,33.47715775,30.86561105,28.40326607,26.12416573,24.02794219,22.13885419,20.51956269,18.87538754,17.37807846,15.93779052,14.55210414,13.26070628,11.99596183,10.72006741,9.539441277,8.361799799,7.263778112,6.09457832,4.993087588,3.135896594,0.02230768703,,,,,,,,,"Job id 57487745, Bash 12",,
742,PT_A_IIT,1,,300,100000,,1,,1,bimodal,1000,sq,0.1,7,,50,47.83013308,45.96114641,44.29731332,42.76301435,41.40053802,40.19193361,39.03759768,37.9384072,36.91849887,35.89003162,34.91669464,34.00165759,33.11510124,32.22865435,31.35070232,30.55091183,29.71995003,28.93087252,28.15567776,27.38042914,26.60527283,25.79139822,24.98901089,24.18990716,,,,,,,,,ID 732 had SR 0.02 so we modify rho coefficient by 1.2,,
743,PT_A_IIT,1,,300,100000,,1,,1,bimodal,1000,sq,0.1,2,,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 730 has SR  so we modify rho coefficient by 2,,
744,PT_IIT_Z,1,10000000,5,,,1,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,"Job id 57479947, bash 3",Termina en Máximo 3hr (id 84 no encontro modas),
745,PT_A_IIT,1,,300,150000,,,,1,bimodal,1000,sq,0.1,2,3,50,46.47763962,43.50523496,40.91359125,38.48244658,36.31702178,34.37788397,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Job id 65464011 bash 1,Job Id 57659662 bash 1 Termina en 5min,
746,PT_A_IIT,1,,300,120000,,,,1,bimodal,1000,sq,0.1,5,6,50,46.8256255,44.07553229,41.74327109,39.63819188,37.74198929,36.02550668,34.43457296,32.93236513,31.56726122,30.24795175,29.01105341,27.84194244,,,,,,,,,,,,,,,,,,,,,Cedar Job id 65464010 bash5,"Job Id 57659663 bash 5 Termina en 10.5hr, id 190",
747,PT_A_IIT,1,,300,120000,,,,1,bimodal,1000,sq,0.1,7,8,50,46.46997024,43.4565053,40.8078938,38.40838106,36.29821117,34.44099696,32.70206976,31.07739028,29.59060408,28.13326436,26.77768506,25.5229696,24.33198344,23.171957,22.05135712,21.04051876,20.02428269,19.07597866,18.16581294,17.27961295,16.41733058,15.5447308,14.70710141,13.89667168,,,,,,,,,Cedar Job id 65464009 bash 9,"Job Id 57659664 bash 9 Termina en 20.5hr, id 190",
748,PT_IIT_Z,1,10000000,5,,,,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,Job Id 57659665 bash 3,"Termina en 10min, id 190",
749,PT_IIT_Z,1,10000000,5,,,,,1,bimodal,1000,sq,0.1,5,,50,44.15443438,39.74024424,36.21951524,33.02371962,30.41298978,27.93121286,25.87099362,23.90931938,22.08940731,20.37668933,18.7987928,17.31431424,,,,,,,,,,,,,,,,,,,,,Job Id 57659666 bash 7,"Timeout 15hr, id 190",
750,PT_IIT_Z,1,10000000,5,,,,,1,bimodal,1000,sq,0.1,7,,50,44.1805557,40.0631736,36.50385906,33.47715775,30.86561105,28.40326607,26.12416573,24.02794219,22.13885419,20.51956269,18.87538754,17.37807846,15.93779052,14.55210414,13.26070628,11.99596183,10.72006741,9.539441277,8.361799799,7.263778112,6.09457832,4.993087588,3.135896594,0.02230768703,,,,,,,,,Job Id 57659667 bash 11,"Timeout 22.5hr, id 190",
751,PT_IIT_Z,1,10000000,10,,,,,1,bimodal,1000,sq,0.1,2,,50,44.23805347,39.65626695,36.03964777,32.91985674,30.36703892,27.90541615,,,,,,,,,,,,,,,,,,,,,,,,,,,Job id 57686889 bash 4,"Termina en 1hr, id 190",
